run_name,category,avg_psnr,best_epoch,latest_epoch,ckpt_tag,plane0_psnr,plane20_psnr,plane39_psnr,inference_tags,arg_arch,arg_diopter_mode,arg_energy_head,arg_channels,arg_bottleneck_modes,arg_use_film,arg_long_skip,arg_activation,arg_num_attn_heads,arg_epochs,arg_batch_size,arg_lr,arg_weight_decay,arg_gm_steps,arg_gm_step_size,arg_eta_schedule,arg_eta_min,arg_langevin_noise,arg_noise_method,arg_noise_scale,arg_clip_image,arg_amp,arg_compositional_ebm,arg_enable_struct,arg_enable_percep,arg_enable_phys,arg_w_struct,arg_w_percep,arg_w_phys,arg_alpha_struct,arg_beta_struct,arg_enable_phys_blur,arg_enable_phys_occ,arg_enable_phys_energy,arg_enable_phys_bokeh,arg_lambda_struct,arg_lambda_percep,arg_lambda_phys,arg_lambda_blur_edge,arg_lambda_occlusion,arg_lambda_energy_conserv,arg_lambda_bokeh,arg_enable_energy_dist,arg_weight_energy_dist,arg_energy_dist_scale,arg_enable_energy_anchor,arg_weight_energy_anchor,arg_single_scene_only,arg_num_scenes,arg_train_bypass,arg_bypass_lambda,arg_bypass_gamma,arg_bypass_warmup,arg_bypass_ramp,arg_sharp_prior,arg_sharp_lambda,arg_sharp_gamma,arg_infer_sharp,arg_infer_sharp_lambda,arg_infer_sharp_gamma,arg_infer_sharp_start,arg_compile,arg_compile_mode,arg_interleave_rate,arg_phys_gamma,arg_kappa_occ,arg_energy_pool_k,arg_bokeh_threshold,arg_bokeh_dilate_k,arg_force_compositional,arg_new_run_on_resume,arg_unmatch_ratio,arg_save_every,arg_scene_idx,arg_plane_idx,arg_resume,arg_resume_dir,arg_data_dir,arg_generated_data_dir,arg_output_dir,arg_run_dir,arg_num_workers,arg_timestamp,arg_ckpt_tag,arg_sharp_gamma_learnable,arg_sharp_gamma_mode,arg_sharp_lambda_learnable,arg_sharp_lambda_mode,arg_sharp_prior_method
gm_scene0_coc_signed_linear_20260319_150817,single_scene,27.385334650675457,42,100,,25.66253662109375,29.38388442993164,27.109582901000977,"best, best_psnr, latest",resnet,coc_signed,fc,128,,FALSE,,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260319_150817,all,,,,,
gm_scene0_coc_linear_20260403_225919,single_scene,27.247392018636067,11,52,,28.020263671875,28.29066276550293,25.431249618530273,"best, best_psnr, latest",resnet_film,coc,fc,128,,FALSE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,TRUE,5.0,50.0,,,,,,,2,,,,,,,,0,10,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260403_225919,all,,,,,
gm_coc_abs_conv1x1_linear_20260409_155113,10scene,26.742184321085613,11,11,,25.947114944458008,27.96108055114746,26.318357467651367,best_psnr,dwt_resnet_film,coc_abs,conv1x1,128,,FALSE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,,,,,,,,0,5,0,"0,20,39",runs_gm/gm_coc_abs_conv1x1_linear_20260409_155113/latest.pth,runs_gm/gm_coc_abs_conv1x1_linear_20260409_155113,../varifocal/data,,runs_gm,,4,20260410_131747,all,FALSE,,FALSE,,
gm_scene0_coc_abs_linear_20260422_012028,single_scene,26.716266632080078,74,74,,25.969593048095703,27.860084533691406,26.319122314453125,"best, best_psnr, latest",resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,0.01,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260422_012028,all,FALSE,,FALSE,,
gm_scene0_coc_abs_linear_20260417_172611,single_scene,26.604712168375652,64,140,,25.836923599243164,27.867107391357422,26.110105514526367,"best, best_psnr, latest",resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,200,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260417_172611,all,FALSE,,FALSE,,
gm_scene0_coc_abs_linear_20260421_212218,single_scene,26.375338236490887,6,6,,25.507213592529297,27.20494842529297,26.41385269165039,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,relu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.0,1.0,0.1,1.0,0.0,FALSE,TRUE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260421_212218,all,FALSE,,FALSE,,
gm_coc_abs_conv1x1_linear_20260407_210003,10scene,26.29418690999349,9,11,,26.12255096435547,27.340688705444336,25.419321060180664,"best, best_psnr, latest",resnet_film,coc_abs,conv1x1,128,,FALSE,FALSE,silu,,20,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,FALSE,5.0,30.0,0,10,TRUE,10.0,100.0,FALSE,5.0,30.0,0.5,,,2,,,,,,,,0,5,0,"0,20,39",runs_gm/gm_coc_abs_conv1x1_linear_20260407_210003/latest.pth,runs_gm/gm_coc_abs_conv1x1_linear_20260407_210003,../varifocal/data,,runs_gm,,4,20260408_155758,all,FALSE,,TRUE,,
gm_scene0_coc_linear_20260420_161846,single_scene,26.218547821044922,37,50,,25.72124671936035,27.344179153442383,25.59021759033203,best_psnr,resnet_film,coc,fc,128,,FALSE,FALSE,silu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,0.01,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260420_161846,all,FALSE,,FALSE,,
gm_coc_abs_conv1x1_linear_20260414_022029,10scene,26.02870051066081,4,4,,25.419292449951172,27.396413803100586,25.270395278930664,"best, best_psnr, latest",resnet_film,coc_abs,conv1x1,128,,FALSE,FALSE,silu,,20,1,0.0001,1e-05,200,0.2,linear,0.002,FALSE,constant_scale,0.1,,FALSE,,,,,,,,,,,,,,,,,,,,,FALSE,0.01,1.0,FALSE,0.01,FALSE,10,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260414_022029,all,FALSE,,FALSE,,
gm_scene0_coc_abs_linear_20260422_025837,single_scene,25.968331654866535,91,100,,25.318735122680664,26.66201400756836,25.924245834350586,"best, best_psnr, latest",resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,TRUE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260422_025837,all,FALSE,,FALSE,,
gm_scene0_coc_conv1x1_linear_20260317_034204,single_scene,25.822486877441406,5,5,,25.417221069335938,26.551677703857422,25.49856185913086,".ipynb_checkpoints, best, best_psnr, latest",convnext_unet,coc,conv1x1,,,,,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260317_034204,all,,,,,
gm_scene0_coc_abs_linear_20260422_012020,single_scene,25.568676630655926,5,5,,25.40670394897461,26.28727149963379,25.012054443359375,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260422_012020,all,FALSE,,FALSE,,
gm_scene0_coc_linear_20260310_011629,single_scene,25.378033955891926,100,100,,24.248706817626953,26.04730224609375,25.838092803955078,"best, best_psnr, latest, steps200_ss0p2",,coc,fc,,,,,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,,runs_gm,,4,20260310_011629,,,,,,
gm_scene0_coc_abs_linear_20260323_042615,single_scene,25.345294952392578,8,8,,25.298999786376953,26.053007125854492,24.68387794494629,"best, best_psnr, latest",resnet,coc_abs,fc,128,,TRUE,FALSE,silu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,FALSE,,,,,,,,,2,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260323_042615,all,,,,,
gm_scene0_coc_cosine_20260310_011608,single_scene,25.255016962687176,100,100,,24.37405776977539,26.120281219482422,25.27071189880371,"best, best_psnr, latest, steps200_ss0p2",,coc,fc,,,,,,,100,1,0.0001,1e-05,50,0.2,cosine,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,,runs_gm,,4,20260310_011608,,,,,,
gm_scene0_coc_20260309_084426,single_scene,25.1267515818278,38,38,,24.31411361694336,26.89734649658203,24.168794631958008,"best, best_psnr, latest",,coc,,,,,,,,100,1,0.0001,1e-05,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260309_084426,,,,,,
gm_scene0_coc_linear_20260317_033217,single_scene,25.12005678812663,5,5,,24.664819717407227,25.902999877929688,24.79235076904297,".ipynb_checkpoints, best, best_psnr, latest",convnext_unet,coc,fc,,,,,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260317_033217,all,,,,,
gm_scene0_coc_abs_linear_20260324_180506,single_scene,25.055843353271484,49,50,,24.380361557006836,23.71847915649414,27.068689346313477,"best, best_psnr, latest",resnet,coc_abs,fc,128,,TRUE,FALSE,relu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,TRUE,1.0,30.0,,,,,,,2,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260324_180506,all,,,,,
gm_scene0_coc_conv1x1_linear_20260318_202001,single_scene,24.971250534057617,8,50,,24.79010772705078,25.420978546142578,24.702665328979492,best_psnr,resnet,coc,conv1x1,128,,,,,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260318_202001,all,,,,,
gm_scene0_coc_abs_linear_20260417_132742,single_scene,24.922739664713543,8,8,,24.695587158203125,25.32771110534668,24.74492073059082,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,200,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260417_132742,all,FALSE,,FALSE,,
gm_scene0_coc_20260309_175036,single_scene,24.90795071919759,39,100,,23.99579620361328,25.909460067749023,24.81859588623047,"best, best_psnr, latest, steps200_ss0p2",,coc,fc,,,,,,,100,1,0.0001,1e-05,50,0.2,constant,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,runs_gm/gm_scene0_coc_20260309_084426/latest.pth,,../varifocal/data,,runs_gm,,4,20260309_175036,,,,,,
gm_scene0_coc_abs_linear_20260321_125237,single_scene,24.878141403198242,22,75,,23.740188598632812,24.618621826171875,26.27561378479004,"best, best_psnr, latest",interleave_resnet,coc_abs,fc,256,,TRUE,FALSE,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,2,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260321_125237,all,,,,,
gm_scene0_coc_linear_20260415_180121,single_scene,24.700455983479817,49,50,,24.17770767211914,24.72294044494629,25.200719833374023,"best, best_psnr, latest",resnet_film,coc,fc,128,,FALSE,FALSE,silu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,1.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260415_180121,all,FALSE,,FALSE,,
gm_scene0_coc_20260307_172330,single_scene,24.272009531656902,50,50,,23.76181411743164,25.109033584594727,23.945180892944336,".ipynb_checkpoints, best, best_psnr, latest, steps100_ss0p2, steps200_ss0p2",,coc,,,,,,,,50,1,0.0001,1e-05,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,./data,runs_gm,,4,20260307_172330,,,,,,
gm_scene0_coc_linear_20260313_041643,single_scene,23.75248082478841,26,50,,23.03260040283203,23.829647064208984,24.39519500732422,best_psnr,deep,coc,fc,,,,,,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",runs_gm/gm_scene0_coc_linear_20260312_120804/latest.pth,,../varifocal/data,,runs_gm,,4,20260313_041643,all,,,,,
gm_scene0_coc_conv1x1_linear_20260320_055937,single_scene,23.712025960286457,5,42,,23.397624969482422,24.068603515625,23.669849395751953,"best, best_psnr, latest",resunet,coc,conv1x1,64,,TRUE,,,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260320_055937,all,,,,,
gm_scene0_coc_abs_linear_20260422_023739,single_scene,23.467758178710938,1,1,,23.195960998535156,23.493511199951172,23.713802337646484,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,relu,,100,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260422_023739,all,FALSE,,FALSE,,
gm_scene0_coc_linear_20260420_133528,single_scene,23.09988848368327,48,50,,22.66749382019043,23.15738296508789,23.474788665771484,best_psnr,resnet_film,coc,fc,128,,FALSE,FALSE,silu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,TRUE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260420_133528,all,FALSE,,FALSE,,
gm_scene0_coc_20260312_120940,single_scene,23.020312627156574,53,100,,22.459903717041016,23.01325035095215,23.587783813476562,best_psnr,deep,coc,fc,,,,,,,100,1,0.0001,1e-05,50,0.2,constant,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",runs_gm/gm_scene0_coc_20260311_191411/latest.pth,,../varifocal/data,,runs_gm,,4,20260312_120940,all,,,,,
gm_scene0_coc_20260311_191411,single_scene,22.95405451456706,40,50,,21.483793258666992,23.21974754333496,24.15862274169922,"best, best_psnr, latest, steps200_ss0p2, steps50_ss0p2",deep,coc,fc,,,,,,,50,1,0.0001,1e-05,50,0.2,constant,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,,runs_gm,,4,20260311_191411,,,,,,
gm_scene0_coc_abs_linear_20260416_211449,single_scene,22.938056310017902,50,50,,22.368104934692383,22.85397720336914,23.592086791992188,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,FALSE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260416_211449,all,FALSE,,FALSE,,
gm_scene0_coc_abs_linear_20260428_130913,single_scene,22.870856602986652,11,29,,22.0628719329834,24.16715431213379,22.382543563842773,best_psnr,uresnet_film,coc_abs,fc,128,16,FALSE,FALSE,silu,8,200,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.0,1.0,1.0,1.0,0.0,TRUE,TRUE,TRUE,TRUE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,FALSE,FALSE,0,10,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260428_130913,all,FALSE,,FALSE,,
gm_scene0_coc_20260308_212501,single_scene,22.69615872701009,50,50,,22.41302490234375,23.710193634033203,21.96525764465332,"best, best_psnr, latest, steps200_ss0p2",,coc,,,,,,,,50,1,3e-05,1e-05,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,20,,,../varifocal/data,./data,runs_gm,,4,20260308_212501,,,,,,
gm_scene0_coc_20260309_175428,single_scene,22.604475021362305,100,100,,21.539215087890625,23.757823944091797,22.516386032104492,"best, best_psnr, latest, steps200_ss0p2",,coc,fc,,,,,,,100,1,3e-05,1e-05,50,0.2,constant,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,runs_gm/gm_scene0_coc_20260309_084328/latest.pth,,../varifocal/data,,runs_gm,,4,20260309_175428,,,,,,
gm_scene0_coc_abs_linear_20260402_150501,single_scene,21.80881118774414,1,94,,23.078840255737305,21.863910675048828,20.48368263244629,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,relu,,200,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,TRUE,5.0,50.0,,,,,,,2,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260402_150501,all,,learnable,,learnable,penalty
gm_scene0_coc_20260308_164208,single_scene,21.782880783081055,20,20,,21.34682846069336,22.35953140258789,21.642282485961914,"best, best_psnr, latest, steps100_ss0p2, steps200_ss0p2",,coc,,,,,,,,20,1,0.0001,1e-05,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,./data,runs_gm,,4,20260308_164208,,,,,,
gm_coc_20260311_142349,90scene,21.464155832926433,2,5,,20.689525604248047,21.847042083740234,21.855899810791016,"best, best_psnr, latest, steps200_ss0p2, steps50_ss0p2",,coc,fc,,,,,,,5,8,0.0001,1e-05,50,0.2,constant,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,,runs_gm,,8,20260311_142349,,,,,,
gm_scene0_coc_20260307_094134,single_scene,21.37591489156087,50,50,,21.180015563964844,21.869850158691406,21.077878952026367,".ipynb_checkpoints, best, best_psnr, latest, steps100_ss0p2, steps200_ss0p2, steps50_ss0p2",,coc,,,,,,,,50,1,0.0001,1e-05,50,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,20,,,../varifocal/data,./data,runs_gm,,4,20260307_094134,,,,,,
gm_coc_linear_20260312_134650,other_5scene,21.302691141764324,14,100,,20.96906280517578,21.503738403320312,21.435272216796875,best_psnr,simple,coc,fc,,,,,,,100,4,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260312_134650,all,,,,,
gm_scene0_coc_abs_linear_20260416_211511,single_scene,20.83825620015462,30,30,,20.328144073486328,20.39336395263672,21.79326057434082,best_psnr,resnet_film,coc_abs,fc,128,,FALSE,FALSE,silu,,200,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260416_211511,all,FALSE,,FALSE,,
gm_scene0_coc_abs_conv1x1_linear_20260318_132413,single_scene,20.652467091878254,22,50,,19.106300354003906,22.153236389160156,20.697864532470703,"best, best_psnr",dilated,coc_abs,conv1x1,,,,,,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260318_132413,all,,,,,
gm_scene0_coc_linear_20260420_133531,single_scene,20.576528549194336,5,5,,20.366018295288086,20.893003463745117,20.470563888549805,best_psnr,resnet_film,coc,fc,128,,FALSE,FALSE,silu,,50,1,0.0001,1e-05,50,0.2,linear,0.002,FALSE,constant_scale,0.1,,TRUE,TRUE,TRUE,TRUE,FALSE,1.0,1.0,1.0,1.0,0.0,FALSE,FALSE,FALSE,FALSE,1e-07,1e-07,1e-07,1.0,1.0,1.0,1.0,FALSE,0.01,1.0,FALSE,0.01,TRUE,0,FALSE,5.0,30.0,0,10,FALSE,10.0,30.0,FALSE,5.0,30.0,0.5,FALSE,reduce-overhead,2,30.0,5.0,31,0.95,15,,,0,5,0,"0,20,39",,,../varifocal/data,,runs_gm,,4,20260420_133531,all,FALSE,,FALSE,,
gm_scene0_coc_20260308_212402,single_scene,20.09320894877116,6,50,,19.743255615234375,20.835512161254883,19.70085906982422,"best, best_psnr, latest, steps200_ss0p2",,coc,,,,,,,,50,1,0.001,1e-05,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,20,,,../varifocal/data,./data,runs_gm,,4,20260308_212402,,,,,,
